mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__epsilon,param_svr__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06070518493652344,0.015076411166864357,0.04365119934082031,0.01907242417870935,10.0,0.5,0.001,"{'svr__C': 10, 'svr__epsilon': 0.5, 'svr__gamma': 0.001}",-353.6466062798389,-598.3195144345281,-1930.9250862754038,-1598.704331244581,-543.2480133325514,-1004.9687103133807,634.4583913038492,79
0.0633026123046875,0.012505107668244397,0.046624612808227536,0.013409803421525089,10.0,0.2,0.001,"{'svr__C': 10, 'svr__epsilon': 0.2, 'svr__gamma': 0.001}",-353.6466062798389,-598.3161120639822,-1930.9250862754038,-1598.704331244581,-543.3695664234835,-1004.992340457458,634.4411372950079,80
0.06076645851135254,0.018814706587921778,0.05132083892822266,0.02460982573188383,1.0,0.2,0.1,"{'svr__C': 1, 'svr__epsilon': 0.2, 'svr__gamma': 0.1}",-353.32762396118903,-598.1163967979843,-1930.4074946017051,-1600.3524101875976,-542.7856263798839,-1004.997910385672,634.7750472076095,81
0.06372766494750977,0.026746527611740605,0.03098783493041992,0.004705699995291734,10.0,0.1,0.001,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__gamma': 0.001}",-353.6466062798389,-598.3161120639822,-1930.9250862754038,-1598.704331244581,-543.4101148829227,-1005.0004501493459,634.4352368195827,82
0.05321311950683594,0.013898301139112543,0.040024852752685545,0.015421022706127177,10.0,0.01,0.001,"{'svr__C': 10, 'svr__epsilon': 0.01, 'svr__gamma': 0.001}",-353.6466062798389,-598.3161120639822,-1930.9250862754038,-1598.704331244581,-543.4466216425634,-1005.0077515012739,634.429924786489,83
0.05409784317016601,0.011640579766645063,0.03929071426391602,0.013411024849261823,1.0,0.1,0.1,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__gamma': 0.1}",-353.32762396118903,-598.1208026155082,-1930.4074946017051,-1600.4044305975374,-542.7856263798839,-1005.0091956311647,634.7842406290091,84
0.059852218627929686,0.02154654134504092,0.04194254875183105,0.012622657193123043,1.0,0.01,0.1,"{'svr__C': 1, 'svr__epsilon': 0.01, 'svr__gamma': 0.1}",-353.32762396118903,-598.1247703425845,-1930.4074946017051,-1600.4512528630494,-542.7856263798839,-1005.0193536296825,634.7925155687086,85
0.04432587623596192,0.003823438783499041,0.042102718353271486,0.021879784717713163,1.0,1.0,scale,"{'svr__C': 1, 'svr__epsilon': 1.0, 'svr__gamma': 'scale'}",-353.7375464832553,-598.438813921249,-1931.035891904887,-1599.873729701066,-543.2093257031862,-1005.2590615427287,634.6813846449317,86
0.056334304809570315,0.025850355218455613,0.034748077392578125,0.009527698310596551,1.0,0.5,scale,"{'svr__C': 1, 'svr__epsilon': 0.5, 'svr__gamma': 'scale'}",-353.7375464832553,-598.3814258659061,-1931.035891904887,-1599.873729701066,-543.4117009433818,-1005.2880589796993,634.6592815853453,87
0.05773735046386719,0.018140949634857708,0.03505473136901856,0.009750308930379144,1.0,0.2,scale,"{'svr__C': 1, 'svr__epsilon': 0.2, 'svr__gamma': 'scale'}",-353.7375464832553,-598.3594339750401,-1931.035891904887,-1599.873729701066,-543.5333106967234,-1005.3079825521943,634.6444030719172,88
0.05706791877746582,0.014986213225855924,0.036357688903808597,0.009128738718899005,1.0,0.1,scale,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",-353.7375464832553,-598.3594339750401,-1931.035891904887,-1599.873729701066,-543.5738780287319,-1005.316096018596,634.6384997991006,89
0.05995502471923828,0.014107685257843509,0.05866742134094238,0.018244358728495343,1.0,0.01,scale,"{'svr__C': 1, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",-353.7375464832553,-598.3594339750401,-1931.035891904887,-1599.873729701066,-543.6104017673164,-1005.3234007663128,634.6331852494518,90
0.0625028133392334,0.011897897114059216,0.035927534103393555,0.014531852628648284,1.0,1.0,0.01,"{'svr__C': 1, 'svr__epsilon': 1.0, 'svr__gamma': 0.01}",-353.9019824619633,-598.5319765213925,-1931.3606598386796,-1600.1774372539946,-543.5435688378485,-1005.5031249827756,634.7386719985984,91
0.05460734367370605,0.007083517725793894,0.037636852264404295,0.00884562249301765,1.0,0.5,0.01,"{'svr__C': 1, 'svr__epsilon': 0.5, 'svr__gamma': 0.01}",-353.9019824619633,-598.477489753935,-1931.3606598386796,-1600.1774372539946,-543.7458045290834,-1005.5326747675311,634.7162275882338,92
0.06890616416931153,0.03660553055503653,0.04400548934936523,0.017691825518845017,1.0,0.2,0.01,"{'svr__C': 1, 'svr__epsilon': 0.2, 'svr__gamma': 0.01}",-353.9019824619633,-598.463914592192,-1931.3606598386796,-1600.1774372539946,-543.8673304895021,-1005.5542649272663,634.7002873696343,93
0.0642777442932129,0.017902612410618007,0.05181255340576172,0.016830445291476124,1.0,0.1,0.01,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__gamma': 0.01}",-353.9019824619633,-598.463914592192,-1931.3606598386796,-1600.1774372539946,-543.9078698799792,-1005.5623728053619,634.694389802905,94
0.06192340850830078,0.0207606204378286,0.032235145568847656,0.005640478583147949,1.0,0.01,0.01,"{'svr__C': 1, 'svr__epsilon': 0.01, 'svr__gamma': 0.01}",-353.9019824619633,-598.463914592192,-1931.3606598386796,-1600.1774372539946,-543.9443684666802,-1005.569672522702,634.6890803894968,95
0.05850715637207031,0.0169536946280461,0.03670024871826172,0.013108217793357456,0.1,1.0,auto,"{'svr__C': 0.1, 'svr__epsilon': 1.0, 'svr__gamma': 'auto'}",-354.5857793290298,-598.8902614214459,-1932.3951342769292,-1601.8680803632299,-544.8348208262046,-1006.5148152433678,634.9830765389454,96
0.04585590362548828,0.002829909505325473,0.03336348533630371,0.004772495762210683,1.0,1.0,0.001,"{'svr__C': 1, 'svr__epsilon': 1.0, 'svr__gamma': 0.001}",-354.6061162349365,-598.9045276199726,-1932.413205551083,-1601.7862430037478,-544.8658847020217,-1006.5151954223522,634.9624769025077,97
0.05842127799987793,0.014439354647931071,0.04339241981506348,0.0244561723280627,0.1,1.0,0.1,"{'svr__C': 0.1, 'svr__epsilon': 1.0, 'svr__gamma': 0.1}",-354.5700290671122,-598.8711727527876,-1932.4279305521302,-1601.9798915730219,-544.8276676665517,-1006.5353383223207,635.0203331935257,98
0.0481870174407959,0.002487457674671292,0.04288692474365234,0.01579551355029807,0.1,1.0,scale,"{'svr__C': 0.1, 'svr__epsilon': 1.0, 'svr__gamma': 'scale'}",-354.6151438781251,-598.9071499832702,-1932.4252868075366,-1601.9031802541165,-544.8820997322542,-1006.5465721310605,634.983378654106,99
0.047058820724487305,0.004967391408758982,0.04305272102355957,0.011804910144147083,0.1,1.0,0.01,"{'svr__C': 0.1, 'svr__epsilon': 1.0, 'svr__gamma': 0.01}",-354.63257095731,-598.9165640832,-1932.445739618413,-1601.9336003055148,-544.9157225661615,-1006.56883950612,634.9853713040134,100
0.06390061378479003,0.017464653440827854,0.04180397987365723,0.018290060902694617,1.0,0.5,0.001,"{'svr__C': 1, 'svr__epsilon': 0.5, 'svr__gamma': 0.001}",-354.6061162349365,-598.8951974483404,-1932.5632317293653,-1601.7862430037478,-545.0677820379132,-1006.5837140908607,634.9780764336978,101
0.04928855895996094,0.008746832028495634,0.03979339599609375,0.020803512948540038,0.1,0.5,auto,"{'svr__C': 0.1, 'svr__epsilon': 0.5, 'svr__gamma': 'auto'}",-354.5857793290298,-598.8853639251813,-1932.5451738278034,-1601.8680803632299,-545.0367475566476,-1006.5842290003782,634.9981032449757,102
0.1672132968902588,0.10502039267153918,0.04096908569335937,0.021375203697667548,0.1,0.01,auto,"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",-354.5921866196997,-598.8808676899383,-1932.612755449707,-1601.86808036323,-545.0743354028642,-1006.6056451050879,635.0116107974728,103
0.05401606559753418,0.011531249195004428,0.04471321105957031,0.01912820739062381,0.1,0.1,auto,"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",-354.5921866196997,-598.8808676899383,-1932.612755449707,-1601.86808036323,-545.0743354028642,-1006.6056451050879,635.0116107974728,103
0.05492401123046875,0.014312840495053384,0.043823862075805665,0.013499925471851346,0.1,0.2,auto,"{'svr__C': 0.1, 'svr__epsilon': 0.2, 'svr__gamma': 'auto'}",-354.5921866196997,-598.8808676899383,-1932.612755449707,-1601.8680803632299,-545.0743354028642,-1006.6056451050879,635.0116107974728,103
0.06756439208984374,0.025865072589653797,0.04095816612243652,0.023839349446896484,0.1,0.5,0.1,"{'svr__C': 0.1, 'svr__epsilon': 0.5, 'svr__gamma': 0.1}",-354.5700290671122,-598.8711727527876,-1932.577993051429,-1601.9798915730219,-545.0296243964291,-1006.605742168156,635.0347313239087,106
0.047672271728515625,0.000748776252319137,0.03576655387878418,0.007552135211067467,1.0,0.2,0.001,"{'svr__C': 1, 'svr__epsilon': 0.2, 'svr__gamma': 0.001}",-354.6107965015421,-598.8948571959013,-1932.6513391066794,-1601.7862430037478,-545.0954391743041,-1006.6077349964349,634.9988363506537,107
0.056607818603515624,0.013551909833688718,0.03906550407409668,0.010136660228840227,1.0,0.01,0.001,"{'svr__C': 1, 'svr__epsilon': 0.01, 'svr__gamma': 0.001}",-354.6107965015421,-598.8948571959013,-1932.6531528210517,-1601.7862430037478,-545.0954391743041,-1006.6080977393094,634.9993653529493,108
0.06032156944274902,0.021955782008979224,0.03165655136108399,0.00933227202348823,1.0,0.1,0.001,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__gamma': 0.001}",-354.6107965015421,-598.8948571959013,-1932.6531528210517,-1601.7862430037478,-545.0954391743041,-1006.6080977393094,634.9993653529493,108
0.06051454544067383,0.021829376414593937,0.031001520156860352,0.0030121497093348604,0.1,0.5,scale,"{'svr__C': 0.1, 'svr__epsilon': 0.5, 'svr__gamma': 'scale'}",-354.6151438781251,-598.9014159165657,-1932.5753127104142,-1601.9031802541165,-545.0840067919625,-1006.6158119102369,634.9985125939166,110
0.05449237823486328,0.016035972348668083,0.04710588455200195,0.022586405068337003,0.1,0.1,0.1,"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 0.1}",-354.57853954951213,-598.8667928975158,-1932.6012581742361,-1601.9798915730219,-545.1224018228589,-1006.6297768034289,635.0268447361716,111
0.055478811264038086,0.009114938845349667,0.04668793678283691,0.016647297112879544,0.1,0.01,0.1,"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 0.1}",-354.57853954951213,-598.8667928975158,-1932.6012581742361,-1601.9798915730219,-545.1224018228589,-1006.6297768034289,635.0268447361716,111
0.0644345760345459,0.018229542809602116,0.0512794017791748,0.02419115286752409,0.1,0.2,0.1,"{'svr__C': 0.1, 'svr__epsilon': 0.2, 'svr__gamma': 0.1}",-354.57853954951213,-598.8667928975158,-1932.6012581742361,-1601.9798915730219,-545.1224018228589,-1006.6297768034289,635.0268447361716,111
0.05835161209106445,0.01532201064457667,0.04196534156799316,0.015551784421693653,0.1,0.5,0.01,"{'svr__C': 0.1, 'svr__epsilon': 0.5, 'svr__gamma': 0.01}",-354.63257095731,-598.9111188170111,-1932.595757677462,-1601.9336003055148,-545.1176182526166,-1006.638133201983,635.000468134424,114
0.05141053199768066,0.007681256066134836,0.04108772277832031,0.012944175974766473,0.1,0.2,scale,"{'svr__C': 0.1, 'svr__epsilon': 0.2, 'svr__gamma': 'scale'}",-354.6199083236009,-598.8992171887105,-1932.6624474869961,-1601.9031802541165,-545.1115945614359,-1006.639269562972,635.0192189150357,115
0.1991270065307617,0.009273841941683167,0.04311370849609375,0.01254541504724739,0.1,0.01,scale,"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",-354.6199083236009,-598.8992171887105,-1932.664237572755,-1601.9031802541165,-545.1115945614359,-1006.6396275801237,635.0197409973457,116
0.05488710403442383,0.010329168243197889,0.05077862739562988,0.018550497511523583,0.1,0.1,scale,"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",-354.6199083236009,-598.8992171887105,-1932.664237572755,-1601.9031802541165,-545.1115945614359,-1006.6396275801237,635.0197409973457,116
0.05160269737243652,0.012680122905752132,0.04340181350708008,0.015335277215863046,0.1,0.2,0.01,"{'svr__C': 0.1, 'svr__epsilon': 0.2, 'svr__gamma': 0.01}",-354.63257095731,-598.9097614921305,-1932.6858250132286,-1601.9336003055148,-545.1394925379911,-1006.6602500612349,635.0237305561175,118
0.060820484161376955,0.011458863849904683,0.048095417022705075,0.01718208410256419,0.1,0.01,0.01,"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 0.01}",-354.6364414539201,-598.9097614921305,-1932.6967373129287,-1601.9336003055148,-545.1394925379911,-1006.6632066204971,635.0261183184136,119
0.07337956428527832,0.026364021984021303,0.03721675872802734,0.014501090765367299,0.1,0.1,0.01,"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 0.01}",-354.6364414539201,-598.9097614921305,-1932.6967373129287,-1601.9336003055148,-545.1394925379911,-1006.6632066204971,635.0261183184136,119
0.07306299209594727,0.03337258975448726,0.03992781639099121,0.016647324043598623,0.1,1.0,0.001,"{'svr__C': 0.1, 'svr__epsilon': 1.0, 'svr__gamma': 0.001}",-354.7070373103875,-598.9540208116542,-1932.531956015332,-1602.0945553716942,-545.0481218442724,-1006.6671382706681,635.0013457453014,121
0.0601381778717041,0.021335593300961273,0.041841554641723636,0.013439803436827208,0.1,0.5,0.001,"{'svr__C': 0.1, 'svr__epsilon': 0.5, 'svr__gamma': 0.001}",-354.7070373103875,-598.9530878411739,-1932.6819453385187,-1602.0945553716942,-545.2499844991562,-1006.737322072186,635.0158607896411,122
0.04672250747680664,0.004069185999283268,0.040676212310791014,0.017202856120967426,0.1,0.2,0.001,"{'svr__C': 0.1, 'svr__epsilon': 0.2, 'svr__gamma': 0.001}",-354.7070373103875,-598.9530538157948,-1932.7719954323895,-1602.0945553716942,-545.2527494141958,-1006.7558782688924,635.041724971045,123
0.051683902740478516,0.008379924492682904,0.04633626937866211,0.014770292865226338,0.1,0.1,0.001,"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 0.001}",-354.7070373103875,-598.9530538157948,-1932.8020215456906,-1602.0945553716942,-545.2527494141958,-1006.7618834915527,635.0504818236045,124
0.04614830017089844,0.003872263865313951,0.03342885971069336,0.005232089844885289,0.1,0.01,0.001,"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 0.001}",-354.70750568231165,-598.9530538157948,-1932.8260307585722,-1602.0945553716942,-545.2527494141958,-1006.7667790085137,635.0573877942134,125
